date,sku_id,units_sold,revenue,unit_price,promo_flag,customer_id,order_id,sales_channel,region,discount_pct,ad_spend,page_views,return_units,stockout_flag
2025-01-30,SKU0005,6,23500.26,3916.71,False,CUST01261,ORD102090,Website,North,0.0,169.6,111,0,False
2025-02-01,SKU0005,10,39167.1,3916.71,False,CUST01222,ORD102091,Marketplace,West,0.0,217.77,168,1,False
2025-02-02,SKU0005,10,39167.1,3916.71,False,CUST00710,ORD102092,Website,East,0.0,114.63,149,0,False
2025-02-03,SKU0005,6,23500.26,3916.71,False,CUST00400,ORD102093,Website,South,0.0,146.56,115,0,False
2025-02-04,SKU0005,3,11750.13,3916.71,False,CUST01115,ORD102094,Mobile App,East,0.0,107.77,78,0,False
2025-02-05,SKU0005,12,47000.52,3916.71,False,CUST00018,ORD102095,Website,North,0.0,301.62,201,1,False
2025-02-06,SKU0005,4,15666.84,3916.71,False,CUST00561,ORD102096,Mobile App,West,0.0,113.41,97,0,False
2025-02-07,SKU0005,7,27416.97,3916.71,False,CUST01553,ORD102097,Marketplace,West,0.0,88.94,120,0,True
2025-02-09,SKU0005,9,35250.39,3916.71,False,CUST01388,ORD102098,Marketplace,Central,0.0,132.29,146,1,False
2025-02-10,SKU0005,6,23500.26,3916.71,False,CUST01398,ORD102099,Mobile App,West,0.0,161.73,127,0,False
2025-02-11,SKU0005,6,23500.26,3916.71,False,CUST00947,ORD102100,Website,West,0.0,171.38,111,0,False
2025-02-12,SKU0005,10,39167.1,3916.71,False,CUST02173,ORD102101,Website,East,0.0,188.0,152,0,False
2025-02-13,SKU0005,7,27416.97,3916.71,False,CUST00225,ORD102102,Mobile App,South,0.0,200.5,127,0,False
2025-02-14,SKU0005,8,29171.66,3646.46,True,CUST01469,ORD102103,Marketplace,North,0.069,603.5,169,0,False
2025-02-15,SKU0005,3,11750.13,3916.71,False,CUST02387,ORD102104,Website,West,0.0,54.15,73,0,False
2025-02-16,SKU0005,6,23500.26,3916.71,False,CUST00572,ORD102105,Social Commerce,Central,0.0,69.05,114,0,False
2025-02-17,SKU0005,11,43083.81,3916.71,False,CUST01309,ORD102106,Marketplace,North,0.0,218.87,182,0,False
2025-02-20,SKU0005,6,23500.26,3916.71,False,CUST02340,ORD102107,Marketplace,West,0.0,139.39,126,1,False
2025-02-21,SKU0005,6,23500.26,3916.71,False,CUST00835,ORD102108,Website,North,0.0,154.46,107,0,False
2025-02-22,SKU0005,5,19583.55,3916.71,False,CUST01553,ORD102109,Mobile App,North,0.0,118.63,93,0,False
2025-02-23,SKU0005,8,31333.68,3916.71,False,CUST00151,ORD102110,Website,North,0.0,212.12,165,2,False
2025-02-24,SKU0005,12,47000.52,3916.71,False,CUST01890,ORD102111,Website,East,0.0,102.0,185,0,False
2025-02-25,SKU0005,6,23500.26,3916.71,False,CUST02222,ORD102112,Website,West,0.0,165.67,105,0,False
2025-02-26,SKU0005,6,23500.26,3916.71,False,CUST00779,ORD102113,Website,South,0.0,127.97,108,0,False
2025-02-28,SKU0005,4,15666.84,3916.71,False,CUST02213,ORD102114,Marketplace,North,0.0,147.95,100,1,False
2025-03-01,SKU0005,6,23500.26,3916.71,False,CUST02112,ORD102115,Mobile App,West,0.0,91.29,112,0,False
2025-03-02,SKU0005,12,47000.52,3916.71,False,CUST00181,ORD102116,Mobile App,North,0.0,145.88,184,0,False
2025-03-03,SKU0005,8,31333.68,3916.71,False,CUST02238,ORD102117,Website,South,0.0,123.26,141,0,False
2025-03-04,SKU0005,0,0.0,3916.71,False,CUST01560,ORD102118,Website,West,0.0,28.89,46,0,False
2025-03-05,SKU0005,6,23500.26,3916.71,False,CUST01005,ORD102119,Social Commerce,West,0.0,159.58,116,0,False
2025-03-06,SKU0005,5,19583.55,3916.71,False,CUST01912,ORD102120,Social Commerce,West,0.0,150.46,94,0,False
2025-03-07,SKU0005,9,29152.07,3239.12,True,CUST01462,ORD102121,Mobile App,North,0.173,621.0,174,0,False
2025-03-08,SKU0005,6,23500.26,3916.71,False,CUST00895,ORD102122,Social Commerce,North,0.0,88.08,128,0,True
2025-03-09,SKU0005,6,23500.26,3916.71,False,CUST01403,ORD102123,Marketplace,East,0.0,81.26,118,0,False
2025-03-10,SKU0005,5,19583.55,3916.71,False,CUST01781,ORD102124,Marketplace,South,0.0,86.97,120,2,False
2025-03-11,SKU0005,5,19583.55,3916.71,False,CUST01528,ORD102125,Website,South,0.0,117.08,103,1,False
2025-03-12,SKU0005,14,43044.64,3074.62,True,CUST00481,ORD102126,Website,West,0.215,810.0,228,0,False
2025-03-13,SKU0005,10,39167.1,3916.71,False,CUST00711,ORD102127,Mobile App,South,0.0,146.89,161,0,False
2025-03-14,SKU0005,8,31333.68,3916.71,False,CUST00417,ORD102128,Social Commerce,East,0.0,121.6,144,1,False
2025-03-15,SKU0005,7,23167.34,3309.62,True,CUST00469,ORD102129,Marketplace,South,0.155,509.0,142,0,False
2025-03-16,SKU0005,4,15666.84,3916.71,False,CUST00269,ORD102130,Marketplace,East,0.0,143.32,98,1,False
2025-03-17,SKU0005,7,27416.97,3916.71,False,CUST01650,ORD102131,Website,North,0.0,181.2,114,0,False
2025-03-18,SKU0005,5,19583.55,3916.71,False,CUST00324,ORD102132,Website,South,0.0,141.68,97,0,False
2025-03-19,SKU0005,0,0.0,3916.71,False,CUST01107,ORD102133,Website,East,0.0,54.8,49,0,False
2025-03-20,SKU0005,4,15666.84,3916.71,False,CUST01611,ORD102134,Mobile App,West,0.0,60.59,85,0,True
2025-03-21,SKU0005,10,36973.74,3697.37,True,CUST00699,ORD102135,Marketplace,West,0.056,558.0,156,0,False
2025-03-22,SKU0005,5,19583.55,3916.71,False,CUST00067,ORD102136,Marketplace,North,0.0,105.57,100,0,False
2025-03-23,SKU0005,8,31333.68,3916.71,False,CUST01391,ORD102137,Website,West,0.0,190.96,144,0,False
2025-03-24,SKU0005,3,11750.13,3916.71,False,CUST00161,ORD102138,Website,North,0.0,59.07,92,0,False
2025-03-25,SKU0005,4,15666.84,3916.71,False,CUST00608,ORD102139,Mobile App,Central,0.0,108.94,87,0,False
2025-03-26,SKU0005,3,11750.13,3916.71,False,CUST01239,ORD102140,Website,North,0.0,129.52,86,0,False
2025-03-27,SKU0005,5,19583.55,3916.71,False,CUST01999,ORD102141,Website,West,0.0,87.04,112,0,False
2025-03-28,SKU0005,5,19583.55,3916.71,False,CUST00668,ORD102142,Website,West,0.0,101.74,89,0,False
2025-03-29,SKU0005,4,15666.84,3916.71,False,CUST01533,ORD102143,Mobile App,South,0.0,83.87,70,0,False
2025-03-30,SKU0005,10,39167.1,3916.71,False,CUST01648,ORD102144,Mobile App,Central,0.0,96.22,179,1,False
2025-03-31,SKU0005,2,7833.42,3916.71,False,CUST00287,ORD102145,Mobile App,East,0.0,82.61,66,0,True
2025-04-01,SKU0005,12,42958.48,3579.87,True,CUST01543,ORD102146,Marketplace,North,0.086,680.5,191,0,False
2025-04-02,SKU0005,8,23750.93,2968.87,True,CUST01164,ORD102147,Website,Central,0.242,579.0,162,0,False
2025-04-03,SKU0005,0,0.0,3019.78,True,CUST00738,ORD102148,Mobile App,West,0.229,337.5,93,0,False
2025-04-04,SKU0005,11,40628.03,3693.46,True,CUST00525,ORD102149,Marketplace,North,0.057,747.0,210,0,False
2025-04-05,SKU0005,8,22748.25,2843.53,True,CUST01308,ORD102150,Website,South,0.274,719.0,202,0,False
2025-04-06,SKU0005,9,30456.34,3384.04,True,CUST01007,ORD102151,Website,West,0.136,635.0,178,0,False
2025-04-07,SKU0005,5,14237.24,2847.45,True,CUST00505,ORD102152,Mobile App,South,0.273,568.5,159,1,False
2025-04-08,SKU0005,8,31333.68,3916.71,False,CUST01544,ORD102153,Mobile App,North,0.0,94.98,147,0,False
2025-04-09,SKU0005,3,11750.13,3916.71,False,CUST02331,ORD102154,Website,West,0.0,120.51,78,0,False
2025-04-10,SKU0005,2,7833.42,3916.71,False,CUST00014,ORD102155,Mobile App,Central,0.0,74.1,79,0,False
2025-04-11,SKU0005,9,35250.39,3916.71,False,CUST01562,ORD102156,Mobile App,West,0.0,138.84,166,1,False
2025-04-12,SKU0005,7,27416.97,3916.71,False,CUST02160,ORD102157,Social Commerce,West,0.0,90.51,144,1,False
2025-04-13,SKU0005,12,47000.52,3916.71,False,CUST01733,ORD102158,Website,South,0.0,130.39,166,0,False
2025-04-14,SKU0005,8,31333.68,3916.71,False,CUST00397,ORD102159,Mobile App,West,0.0,82.67,152,0,False
2025-04-15,SKU0005,6,23500.26,3916.71,False,CUST01183,ORD102160,Website,North,0.0,148.6,100,0,False
2025-04-16,SKU0005,4,15666.84,3916.71,False,CUST02397,ORD102161,Website,Central,0.0,65.1,88,1,False
2025-04-17,SKU0005,4,15666.84,3916.71,False,CUST01887,ORD102162,Marketplace,West,0.0,134.35,86,0,False
2025-04-18,SKU0005,7,27416.97,3916.71,False,CUST01842,ORD102163,Website,West,0.0,167.62,126,0,False
2025-04-19,SKU0005,4,15666.84,3916.71,False,CUST00597,ORD102164,Mobile App,East,0.0,56.12,59,0,False
2025-04-20,SKU0005,6,23500.26,3916.71,False,CUST02225,ORD102165,Social Commerce,West,0.0,116.58,131,2,False
2025-04-21,SKU0005,5,14863.91,2972.78,True,CUST02132,ORD102166,Website,South,0.241,460.0,128,0,False
2025-04-22,SKU0005,4,15666.84,3916.71,False,CUST01880,ORD102167,Mobile App,East,0.0,122.38,84,0,False
2025-04-23,SKU0005,6,23500.26,3916.71,False,CUST00307,ORD102168,Mobile App,Central,0.0,108.52,100,0,False
2025-04-24,SKU0005,4,15666.84,3916.71,False,CUST00235,ORD102169,Social Commerce,West,0.0,54.39,81,0,False
2025-04-25,SKU0005,8,31333.68,3916.71,False,CUST00965,ORD102170,Website,Central,0.0,77.98,142,0,False
2025-04-26,SKU0005,8,31333.68,3916.71,False,CUST00846,ORD102171,Website,South,0.0,195.71,137,0,False
2025-04-27,SKU0005,12,47000.52,3916.71,False,CUST00938,ORD102172,Website,West,0.0,213.25,173,0,False
2025-04-28,SKU0005,7,27416.97,3916.71,False,CUST01866,ORD102173,Website,Central,0.0,124.94,116,0,False
2025-04-29,SKU0005,6,23500.26,3916.71,False,CUST01316,ORD102174,Marketplace,West,0.0,166.49,107,1,False
2025-04-30,SKU0005,9,35250.39,3916.71,False,CUST01375,ORD102175,Marketplace,South,0.0,181.29,141,0,False
2025-05-01,SKU0005,7,27416.97,3916.71,False,CUST00679,ORD102176,Marketplace,East,0.0,81.5,121,0,False
2025-05-02,SKU0005,5,19583.55,3916.71,False,CUST01782,ORD102177,Website,North,0.0,66.2,102,0,False
2025-05-03,SKU0005,6,23500.26,3916.71,False,CUST02263,ORD102178,Mobile App,South,0.0,141.34,131,0,False
2025-05-04,SKU0005,14,50611.73,3615.12,True,CUST00834,ORD102179,Social Commerce,West,0.077,799.5,225,0,False
2025-05-05,SKU0005,9,35250.39,3916.71,False,CUST01348,ORD102180,Website,West,0.0,203.19,145,0,False
2025-05-07,SKU0005,11,43083.81,3916.71,False,CUST00855,ORD102181,Website,South,0.0,96.23,166,0,False
2025-05-08,SKU0005,4,15666.84,3916.71,False,CUST02006,ORD102182,Marketplace,East,0.0,142.02,107,0,False
2025-05-09,SKU0005,0,0.0,3916.71,False,CUST02325,ORD102183,Website,East,0.0,30.39,46,0,False
2025-05-10,SKU0005,6,23500.26,3916.71,False,CUST00223,ORD102184,Website,West,0.0,77.67,123,0,False
2025-05-11,SKU0005,16,47564.53,2972.78,True,CUST01453,ORD102185,Website,East,0.241,810.0,228,0,False
2025-05-12,SKU0005,8,31333.68,3916.71,False,CUST01844,ORD102186,Website,Central,0.0,141.13,149,1,False
2025-05-14,SKU0005,14,54833.94,3916.71,False,CUST00895,ORD102187,Mobile App,West,0.0,122.44,222,0,False
2025-05-15,SKU0005,9,35250.39,3916.71,False,CUST00879,ORD102188,Marketplace,South,0.0,136.73,152,0,False
2025-05-16,SKU0005,5,19583.55,3916.71,False,CUST01590,ORD102189,Mobile App,Central,0.0,149.03,99,0,False
2025-05-17,SKU0005,9,35250.39,3916.71,False,CUST01077,ORD102190,Mobile App,West,0.0,142.9,139,0,False
2025-05-18,SKU0005,4,15666.84,3916.71,False,CUST00761,ORD102191,Website,North,0.0,72.76,79,0,False
2025-05-19,SKU0005,0,0.0,3916.71,False,CUST01130,ORD102192,Website,South,0.0,65.72,57,0,False
2025-05-20,SKU0005,4,15666.84,3916.71,False,CUST02064,ORD102193,Marketplace,West,0.0,52.45,89,0,False
2025-05-21,SKU0005,7,27416.97,3916.71,False,CUST01682,ORD102194,Social Commerce,West,0.0,165.52,123,0,False
2025-05-22,SKU0005,5,19583.55,3916.71,False,CUST00566,ORD102195,Website,North,0.0,67.03,101,0,False
2025-05-23,SKU0005,5,19583.55,3916.71,False,CUST00233,ORD102196,Social Commerce,North,0.0,117.16,88,0,False
2025-05-24,SKU0005,4,15666.84,3916.71,False,CUST00035,ORD102197,Website,South,0.0,133.57,89,1,False
2025-05-25,SKU0005,5,19583.55,3916.71,False,CUST01204,ORD102198,Website,West,0.0,72.13,97,0,False
2025-05-26,SKU0005,6,23500.26,3916.71,False,CUST01864,ORD102199,Mobile App,South,0.0,56.93,102,0,False
2025-05-27,SKU0005,7,27416.97,3916.71,False,CUST00080,ORD102200,Website,Central,0.0,76.8,123,0,False
2025-05-28,SKU0005,0,0.0,3916.71,False,CUST01935,ORD102201,Website,West,0.0,45.0,40,0,False
2025-05-29,SKU0005,7,27416.97,3916.71,False,CUST00013,ORD102202,Marketplace,West,0.0,130.32,114,0,False
2025-05-30,SKU0005,1,3916.71,3916.71,False,CUST01459,ORD102203,Mobile App,South,0.0,60.64,54,0,False
2025-05-31,SKU0005,11,43083.81,3916.71,False,CUST00002,ORD102204,Website,West,0.0,127.76,143,0,False
2025-06-01,SKU0005,11,31235.76,2839.61,True,CUST00933,ORD102205,Marketplace,South,0.275,691.0,194,0,False
2025-06-02,SKU0005,15,42359.22,2823.95,True,CUST01265,ORD102206,Marketplace,North,0.279,698.0,196,0,False
2025-06-03,SKU0005,7,22125.49,3160.78,True,CUST00844,ORD102207,Website,West,0.193,656.0,184,1,False
2025-06-04,SKU0005,16,49632.55,3102.03,True,CUST02096,ORD102208,Mobile App,West,0.208,943.0,266,1,False
2025-06-05,SKU0005,10,29414.49,2941.45,True,CUST01031,ORD102209,Website,West,0.249,694.5,195,0,True
2025-06-06,SKU0005,10,32273.69,3227.37,True,CUST00974,ORD102210,Social Commerce,West,0.176,673.5,189,0,False
2025-06-07,SKU0005,12,36143.4,3011.95,True,CUST00658,ORD102211,Social Commerce,Central,0.231,729.5,205,0,False
2025-06-08,SKU0005,13,42363.14,3258.7,True,CUST00329,ORD102212,Website,Central,0.168,838.0,236,1,False
2025-06-09,SKU0005,11,38560.01,3505.46,True,CUST01773,ORD102213,Social Commerce,North,0.105,929.0,262,1,False
2025-06-10,SKU0005,18,50831.06,2823.95,True,CUST01718,ORD102214,Website,West,0.279,1076.0,304,0,False
2025-06-11,SKU0005,13,47607.61,3662.12,True,CUST00190,ORD102215,Website,Central,0.065,768.0,216,0,False
2025-06-12,SKU0005,8,23970.27,2996.28,True,CUST02074,ORD102216,Mobile App,North,0.235,670.0,188,0,False
2025-06-13,SKU0005,18,52946.09,2941.45,True,CUST02372,ORD102217,Website,West,0.249,964.0,272,0,False
2025-06-14,SKU0005,19,64222.29,3380.12,True,CUST01024,ORD102218,Website,South,0.137,1065.5,301,2,False
2025-06-15,SKU0005,9,26966.55,2996.28,True,CUST02130,ORD102219,Social Commerce,West,0.235,740.0,208,1,False
2025-06-16,SKU0005,13,42363.14,3258.7,True,CUST01947,ORD102220,Website,North,0.168,726.0,204,0,False
2025-06-17,SKU0005,10,32391.19,3239.12,True,CUST01331,ORD102221,Website,East,0.173,726.0,204,0,False
2025-06-18,SKU0005,10,34741.22,3474.12,True,CUST00680,ORD102222,Mobile App,North,0.113,649.0,182,0,False
2025-06-19,SKU0005,9,29716.08,3301.79,True,CUST01292,ORD102223,Marketplace,West,0.157,663.0,186,1,False
2025-06-20,SKU0005,8,28795.65,3599.46,True,CUST00578,ORD102224,Marketplace,South,0.081,659.5,185,0,False
2025-06-21,SKU0005,10,28866.15,2886.62,True,CUST01376,ORD102225,Website,East,0.263,635.0,178,0,False
2025-06-23,SKU0005,12,42347.47,3528.96,True,CUST00774,ORD102226,Mobile App,South,0.099,855.5,241,0,False
2025-06-24,SKU0005,12,36989.41,3082.45,True,CUST02154,ORD102227,Marketplace,South,0.213,778.5,219,1,False
2025-06-25,SKU0005,11,32614.44,2964.95,True,CUST02004,ORD102228,Mobile App,West,0.243,687.5,193,2,False
2025-06-26,SKU0005,12,42582.47,3548.54,True,CUST01298,ORD102229,Website,West,0.094,789.0,222,0,False
2025-06-27,SKU0005,8,26790.3,3348.79,True,CUST01235,ORD102230,Marketplace,South,0.145,652.5,183,1,False
2025-06-28,SKU0005,10,28905.32,2890.53,True,CUST02281,ORD102231,Mobile App,West,0.262,848.5,239,0,False
2025-06-30,SKU0005,8,25317.61,3164.7,True,CUST02303,ORD102232,Website,Central,0.192,656.0,184,1,False
2025-07-01,SKU0005,10,35015.39,3501.54,True,CUST02101,ORD102233,Mobile App,West,0.106,673.5,189,0,False
2025-07-02,SKU0005,13,42261.3,3250.87,True,CUST00258,ORD102234,Website,North,0.17,859.0,242,0,False
2025-07-03,SKU0005,9,26014.79,2890.53,True,CUST01614,ORD102235,Website,North,0.262,652.5,183,0,False
2025-07-04,SKU0005,6,19246.71,3207.79,True,CUST00297,ORD102236,Website,West,0.181,638.5,179,1,False
2025-07-05,SKU0005,13,37373.25,2874.87,True,CUST00231,ORD102237,Marketplace,South,0.266,705.0,198,0,False
2025-07-06,SKU0005,15,45708.01,3047.2,True,CUST02051,ORD102238,Website,East,0.222,894.0,252,0,False
2025-07-07,SKU0005,12,40843.45,3403.62,True,CUST02292,ORD102239,Marketplace,West,0.131,761.0,214,0,False
2025-07-08,SKU0005,14,47321.69,3380.12,True,CUST02002,ORD102240,Website,West,0.137,887.0,250,0,False
2025-07-09,SKU0005,11,33863.87,3078.53,True,CUST02226,ORD102241,Marketplace,Central,0.214,757.5,213,0,False
2025-07-10,SKU0005,10,36072.9,3607.29,True,CUST00275,ORD102242,Mobile App,South,0.079,750.5,211,0,False
2025-07-12,SKU0005,16,53079.25,3317.45,True,CUST01778,ORD102243,Marketplace,West,0.153,918.5,259,0,False
2025-07-13,SKU0005,7,23441.51,3348.79,True,CUST00350,ORD102244,Mobile App,West,0.145,575.5,161,0,False
2025-07-14,SKU0005,12,34075.38,2839.61,True,CUST01966,ORD102245,Website,South,0.275,806.5,227,1,False
2025-07-15,SKU0005,10,28866.15,2886.62,True,CUST02032,ORD102246,Marketplace,West,0.263,827.5,233,3,False
2025-07-16,SKU0005,9,32077.85,3564.21,True,CUST00362,ORD102247,Website,East,0.09,635.0,178,0,False
2025-07-17,SKU0005,12,37741.42,3145.12,True,CUST02087,ORD102248,Website,South,0.197,757.5,213,1,False
2025-07-18,SKU0005,17,53134.09,3125.53,True,CUST01902,ORD102249,Mobile App,South,0.202,1044.5,295,0,False
2025-07-19,SKU0005,6,18541.71,3090.28,True,CUST00335,ORD102250,Website,West,0.211,533.5,149,0,False
2025-07-20,SKU0005,7,24455.94,3493.71,True,CUST00313,ORD102251,Mobile App,West,0.108,526.5,147,1,False
2025-07-21,SKU0005,14,50666.56,3619.04,True,CUST00904,ORD102252,Marketplace,East,0.076,943.0,266,0,False
2025-07-22,SKU0005,16,54457.94,3403.62,True,CUST00670,ORD102253,Mobile App,Central,0.131,883.5,249,0,False
2025-07-23,SKU0005,8,24440.27,3055.03,True,CUST00237,ORD102254,Marketplace,South,0.22,635.0,178,1,False
2025-07-24,SKU0005,9,26825.55,2980.62,True,CUST01033,ORD102255,Website,South,0.239,617.5,173,1,False
2025-07-25,SKU0005,9,30139.08,3348.79,True,CUST01640,ORD102256,Mobile App,South,0.145,666.5,187,0,False
2025-07-26,SKU0005,9,30280.09,3364.45,True,CUST01126,ORD102257,Marketplace,West,0.141,628.0,176,0,False
2025-07-27,SKU0005,13,47403.94,3646.46,True,CUST00700,ORD102258,Social Commerce,South,0.069,785.5,221,0,False
2025-07-28,SKU0005,7,20096.64,2870.95,True,CUST02182,ORD102259,Website,West,0.267,635.0,178,0,False
2025-07-30,SKU0005,6,19669.72,3278.29,True,CUST01432,ORD102260,Marketplace,East,0.163,582.5,163,0,False
2025-07-31,SKU0005,9,29927.58,3325.29,True,CUST02099,ORD102261,Website,West,0.151,631.5,177,0,False
2025-08-01,SKU0005,11,38560.01,3505.46,True,CUST01898,ORD102262,Social Commerce,West,0.105,729.5,205,1,False
2025-08-02,SKU0005,11,34984.05,3180.37,True,CUST01361,ORD102263,Marketplace,West,0.188,708.5,199,0,False
2025-08-03,SKU0005,14,42989.81,3070.7,True,CUST00618,ORD102264,Website,East,0.216,862.5,243,0,False
2025-08-04,SKU0005,13,44603.49,3431.04,True,CUST01776,ORD102265,Website,West,0.124,771.5,217,0,False
2025-08-05,SKU0005,17,53600.18,3152.95,True,CUST02294,ORD102266,Mobile App,North,0.195,1048.0,296,1,False
2025-08-06,SKU0005,15,51935.57,3462.37,True,CUST01350,ORD102267,Social Commerce,West,0.116,960.5,271,1,False
2025-08-07,SKU0005,13,37016.83,2847.45,True,CUST01427,ORD102268,Mobile App,North,0.273,782.0,220,0,False
2025-08-08,SKU0005,8,31333.68,3916.71,False,CUST00104,ORD102269,Website,North,0.0,140.13,130,0,False
2025-08-09,SKU0005,16,62667.36,3916.71,False,CUST01477,ORD102270,Website,North,0.0,187.6,215,0,False
2025-08-10,SKU0005,10,33527.04,3352.7,True,CUST02208,ORD102271,Mobile App,West,0.144,645.5,181,0,False
2025-08-11,SKU0005,8,31333.68,3916.71,False,CUST00174,ORD102272,Mobile App,West,0.0,219.3,137,0,False
2025-08-12,SKU0005,9,35250.39,3916.71,False,CUST01456,ORD102273,Marketplace,West,0.0,124.96,158,1,False
2025-08-13,SKU0005,11,43083.81,3916.71,False,CUST00952,ORD102274,Mobile App,South,0.0,221.3,155,0,False
2025-08-14,SKU0005,6,23500.26,3916.71,False,CUST02041,ORD102275,Marketplace,South,0.0,174.82,114,0,False
2025-08-15,SKU0005,14,54833.94,3916.71,False,CUST01752,ORD102276,Website,Central,0.0,151.34,191,0,True
2025-08-16,SKU0005,10,39167.1,3916.71,False,CUST00324,ORD102277,Marketplace,West,0.0,140.16,184,1,False
2025-08-17,SKU0005,10,39167.1,3916.71,False,CUST01577,ORD102278,Marketplace,West,0.0,116.95,154,0,False
2025-08-18,SKU0005,2,7833.42,3916.71,False,CUST02219,ORD102279,Website,West,0.0,110.76,68,0,False
2025-08-19,SKU0005,6,23500.26,3916.71,False,CUST01399,ORD102280,Mobile App,East,0.0,139.13,106,0,False
2025-08-20,SKU0005,9,35250.39,3916.71,False,CUST01665,ORD102281,Mobile App,South,0.0,145.01,142,0,False
2025-08-21,SKU0005,8,31333.68,3916.71,False,CUST00867,ORD102282,Marketplace,West,0.0,153.26,132,0,False
2025-08-22,SKU0005,0,0.0,3916.71,False,CUST00171,ORD102283,Marketplace,East,0.0,71.76,45,0,False
2025-08-24,SKU0005,9,35250.39,3916.71,False,CUST00961,ORD102284,Marketplace,North,0.0,219.6,139,2,False
2025-08-26,SKU0005,6,23500.26,3916.71,False,CUST01481,ORD102285,Mobile App,West,0.0,101.85,110,0,False
2025-08-27,SKU0005,10,39167.1,3916.71,False,CUST01609,ORD102286,Mobile App,West,0.0,125.39,151,0,False
2025-08-28,SKU0005,6,17813.2,2968.87,True,CUST01313,ORD102287,Marketplace,North,0.242,607.0,170,1,False
2025-08-29,SKU0005,5,19583.55,3916.71,False,CUST01475,ORD102288,Website,West,0.0,83.98,91,0,False
2025-08-30,SKU0005,6,23500.26,3916.71,False,CUST00630,ORD102289,Website,South,0.0,129.79,105,0,False
2025-08-31,SKU0005,8,31333.68,3916.71,False,CUST00190,ORD102290,Marketplace,Central,0.0,176.91,135,0,False
2025-09-02,SKU0005,9,25838.54,2870.95,True,CUST00795,ORD102291,Marketplace,West,0.267,645.5,181,1,False
2025-09-03,SKU0005,7,27416.97,3916.71,False,CUST00414,ORD102292,Social Commerce,West,0.0,84.21,125,0,False
2025-09-04,SKU0005,10,39167.1,3916.71,False,CUST00772,ORD102293,Marketplace,West,0.0,146.28,173,1,False
2025-09-05,SKU0005,7,27416.97,3916.71,False,CUST00152,ORD102294,Website,Central,0.0,79.36,127,0,False
2025-09-06,SKU0005,12,47000.52,3916.71,False,CUST00582,ORD102295,Website,North,0.0,188.73,167,0,False
2025-09-07,SKU0005,0,0.0,3916.71,False,CUST00293,ORD102296,Marketplace,West,0.0,45.9,30,0,False
2025-09-08,SKU0005,6,23500.26,3916.71,False,CUST01598,ORD102297,Website,West,0.0,128.67,93,0,False
2025-09-09,SKU0005,6,23500.26,3916.71,False,CUST01845,ORD102298,Mobile App,West,0.0,89.23,97,1,False
2025-09-10,SKU0005,9,35250.39,3916.71,False,CUST01600,ORD102299,Mobile App,South,0.0,120.96,166,0,False
2025-09-11,SKU0005,0,0.0,3916.71,False,CUST00317,ORD102300,Marketplace,East,0.0,79.68,53,0,False
2025-09-12,SKU0005,11,43083.81,3916.71,False,CUST01716,ORD102301,Marketplace,West,0.0,146.53,178,0,False
2025-09-13,SKU0005,8,31333.68,3916.71,False,CUST01633,ORD102302,Website,East,0.0,217.11,137,1,False
2025-09-14,SKU0005,14,54833.94,3916.71,False,CUST00959,ORD102303,Mobile App,Central,0.0,331.98,224,0,True
2025-09-15,SKU0005,10,39167.1,3916.71,False,CUST01229,ORD102304,Mobile App,North,0.0,169.29,132,1,False
2025-09-16,SKU0005,8,31333.68,3916.71,False,CUST02147,ORD102305,Website,East,0.0,192.59,124,0,True
2025-09-17,SKU0005,3,11750.13,3916.71,False,CUST01431,ORD102306,Mobile App,West,0.0,139.53,104,1,False
2025-09-18,SKU0005,0,0.0,3916.71,False,CUST01227,ORD102307,Mobile App,East,0.0,31.98,32,0,False
2025-09-19,SKU0005,11,43083.81,3916.71,False,CUST00579,ORD102308,Website,South,0.0,87.04,158,0,False
2025-09-20,SKU0005,11,43083.81,3916.71,False,CUST00355,ORD102309,Website,Central,0.0,169.65,161,0,False
2025-09-21,SKU0005,17,66584.07,3916.71,False,CUST01515,ORD102310,Website,West,0.0,287.45,247,1,False
2025-09-22,SKU0005,16,62667.36,3916.71,False,CUST00890,ORD102311,Website,West,0.0,290.94,220,0,False
2025-09-24,SKU0005,12,47000.52,3916.71,False,CUST01120,ORD102312,Marketplace,East,0.0,95.08,161,0,False
2025-09-25,SKU0005,8,31333.68,3916.71,False,CUST00774,ORD102313,Website,South,0.0,121.79,131,0,False
2025-09-26,SKU0005,5,19583.55,3916.71,False,CUST01618,ORD102314,Marketplace,West,0.0,180.01,113,0,False
2025-09-27,SKU0005,11,43083.81,3916.71,False,CUST00840,ORD102315,Mobile App,West,0.0,134.68,170,0,False
2025-09-28,SKU0005,10,39167.1,3916.71,False,CUST01585,ORD102316,Website,Central,0.0,141.26,163,0,False
2025-09-29,SKU0005,7,27416.97,3916.71,False,CUST01250,ORD102317,Mobile App,West,0.0,196.53,123,0,False
2025-09-30,SKU0005,10,39167.1,3916.71,False,CUST00175,ORD102318,Mobile App,Central,0.0,142.97,157,0,False
2025-10-01,SKU0005,13,45520.0,3501.54,True,CUST00812,ORD102319,Marketplace,West,0.106,694.5,195,0,False
2025-10-02,SKU0005,12,40937.45,3411.45,True,CUST02089,ORD102320,Marketplace,West,0.129,841.5,237,0,False
2025-10-04,SKU0005,18,62675.19,3481.96,True,CUST00778,ORD102321,Mobile App,South,0.111,1107.5,313,2,False
