date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,warehouse_zone,damaged_units,reserved_units,inventory_snapshot_quality
2025-03-15,SKU0006,145,9,12,64,B,1,5,Good
2025-03-22,SKU0006,139,9,12,64,D,0,6,Good
2025-03-29,SKU0006,147,14,12,64,A,2,6,Good
2025-04-05,SKU0006,141,14,12,64,C,0,5,Good
2025-04-12,SKU0006,139,12,12,64,B,2,3,Good
2025-04-19,SKU0006,139,17,12,64,B,1,12,Good
2025-04-26,SKU0006,134,9,12,64,B,2,7,Manual Check
2025-05-03,SKU0006,133,4,12,64,A,0,7,Good
2025-05-10,SKU0006,135,14,12,64,A,3,10,Good
2025-05-17,SKU0006,132,6,12,64,C,1,7,Good
2025-05-24,SKU0006,127,10,12,64,C,2,7,Good
2025-05-31,SKU0006,120,10,12,64,D,2,6,Good
2025-06-07,SKU0006,106,5,12,64,D,2,8,Good
2025-06-14,SKU0006,95,9,12,64,D,0,7,Good
2025-06-21,SKU0006,72,9,12,64,A,1,4,Good
2025-06-28,SKU0006,59,61,12,64,C,1,0,Manual Check
2025-07-05,SKU0006,40,108,12,64,B,0,3,Good
2025-07-12,SKU0006,17,20,12,64,C,0,0,Good
2025-07-19,SKU0006,0,81,12,64,C,0,0,Good
2025-07-26,SKU0006,0,79,12,64,B,0,0,Good
2025-08-02,SKU0006,0,53,12,64,D,0,0,Late Update
2025-08-09,SKU0006,0,81,12,64,A,0,0,Good
2025-08-16,SKU0006,0,115,12,64,D,0,0,Good
2025-08-23,SKU0006,0,65,12,64,D,0,0,Good
2025-08-30,SKU0006,5,122,12,64,C,0,0,Good
2025-09-06,SKU0006,4,136,12,64,A,0,0,Good
2025-09-13,SKU0006,0,7,12,64,A,0,0,Good
2025-09-20,SKU0006,0,105,12,64,D,0,0,Late Update
2025-09-27,SKU0006,0,75,12,64,B,0,0,Late Update
2025-10-04,SKU0006,0,138,12,64,A,0,0,Good
2025-10-11,SKU0006,0,99,12,64,D,0,0,Good
2025-10-18,SKU0006,0,89,12,64,C,0,0,Good
2025-10-25,SKU0006,0,112,12,64,D,0,0,Late Update
2025-11-01,SKU0006,0,56,12,64,D,0,0,Good
2025-11-08,SKU0006,0,16,12,64,B,0,0,Good
2025-11-15,SKU0006,0,142,12,64,C,0,0,Good
2025-11-22,SKU0006,0,13,12,64,D,0,0,Manual Check
2025-11-29,SKU0006,0,89,12,64,A,0,0,Good
2025-12-06,SKU0006,0,66,12,64,C,0,0,Good
2025-12-13,SKU0006,0,66,12,64,C,0,0,Good
2025-12-20,SKU0006,5,7,12,64,C,0,1,Good
2025-12-27,SKU0006,0,120,12,64,A,0,0,Good
2024-06-01,SKU0007,438,26,14,143,C,3,23,Late Update
2024-06-08,SKU0007,380,28,14,143,A,3,19,Good
2024-06-15,SKU0007,337,11,14,143,A,3,10,Good
2024-06-22,SKU0007,314,39,14,143,B,3,17,Good
2024-06-29,SKU0007,289,25,14,143,D,3,18,Good
2024-07-06,SKU0007,232,24,14,143,B,4,6,Good
2024-07-13,SKU0007,211,22,14,143,C,1,9,Good
2024-07-20,SKU0007,190,21,14,143,A,0,3,Good
2024-07-27,SKU0007,170,28,14,143,D,4,7,Good
2024-08-03,SKU0007,123,28,14,143,D,2,6,Good
2024-08-10,SKU0007,68,19,14,143,D,0,3,Good
2024-08-17,SKU0007,50,245,14,143,B,0,1,Late Update
2024-08-24,SKU0007,45,28,14,143,C,2,2,Good
2024-08-31,SKU0007,28,159,14,143,D,1,0,Good
2024-09-07,SKU0007,0,20,14,143,B,0,0,Good
2024-09-14,SKU0007,0,25,14,143,B,0,0,Good
2024-09-21,SKU0007,0,22,14,143,C,0,1,Good
2024-09-28,SKU0007,0,16,14,143,D,0,0,Good
2024-10-05,SKU0007,0,149,14,143,A,0,0,Good
2024-10-12,SKU0007,0,21,14,143,A,0,0,Manual Check
2024-10-19,SKU0007,0,197,14,143,B,0,0,Good
2024-10-26,SKU0007,0,243,14,143,A,0,0,Good
2024-11-02,SKU0007,0,149,14,143,A,0,0,Good
2024-11-09,SKU0007,0,28,14,143,A,0,0,Good
2024-11-16,SKU0007,0,139,14,143,A,0,0,Good
2024-11-23,SKU0007,0,214,14,143,D,0,0,Good
2024-11-30,SKU0007,0,139,14,143,A,0,0,Good
2024-12-07,SKU0007,0,271,14,143,B,0,0,Good
2024-12-14,SKU0007,0,232,14,143,D,0,0,Good
2024-12-21,SKU0007,0,219,14,143,D,0,0,Manual Check
2024-12-28,SKU0007,0,180,14,143,D,0,0,Manual Check
2025-01-04,SKU0007,0,33,14,143,D,0,0,Good
2025-01-11,SKU0007,0,308,14,143,A,0,0,Good
2025-01-18,SKU0007,0,289,14,143,D,0,0,Good
2025-01-25,SKU0007,0,125,14,143,D,0,0,Late Update
2025-02-01,SKU0007,0,24,14,143,A,0,0,Good
2025-02-08,SKU0007,0,134,14,143,A,0,1,Good
2025-02-15,SKU0007,0,237,14,143,D,0,0,Good
2025-02-22,SKU0007,2,29,14,143,B,0,0,Good
2025-03-01,SKU0007,0,30,14,143,A,0,0,Good
2025-03-08,SKU0007,0,19,14,143,D,0,0,Good
2025-03-15,SKU0007,0,21,14,143,B,0,0,Good
2025-03-22,SKU0007,0,18,14,143,D,0,0,Manual Check
2025-03-29,SKU0007,0,228,14,143,B,0,1,Good
2025-04-05,SKU0007,0,21,14,143,B,0,0,Good
2025-04-12,SKU0007,0,14,14,143,C,0,0,Good
2025-04-19,SKU0007,0,132,14,143,C,0,0,Good
2025-04-26,SKU0007,0,25,14,143,A,0,0,Good
2025-05-03,SKU0007,0,25,14,143,A,0,0,Good
2025-05-10,SKU0007,0,127,14,143,A,0,0,Late Update
2025-05-17,SKU0007,0,19,14,143,D,0,0,Good
2025-05-24,SKU0007,4,25,14,143,B,0,0,Good
2025-05-31,SKU0007,0,17,14,143,C,0,0,Good
2025-06-07,SKU0007,0,115,14,143,D,0,0,Good
2025-06-14,SKU0007,0,30,14,143,B,0,0,Good
2025-06-21,SKU0007,0,32,14,143,B,0,0,Good
2025-06-28,SKU0007,0,25,14,143,B,0,0,Good
2025-07-05,SKU0007,0,131,14,143,A,0,0,Good
2025-07-12,SKU0007,0,26,14,143,D,0,0,Good
2025-07-19,SKU0007,0,33,14,143,D,0,0,Good
2025-07-26,SKU0007,0,23,14,143,A,0,1,Late Update
2025-08-02,SKU0007,0,124,14,143,D,0,0,Good
2025-08-09,SKU0007,0,310,14,143,A,0,0,Late Update
2025-08-16,SKU0007,0,255,14,143,D,0,0,Good
2025-08-23,SKU0007,0,180,14,143,A,0,0,Good
2025-08-30,SKU0007,0,127,14,143,A,0,0,Good
2025-09-06,SKU0007,0,127,14,143,B,0,1,Good
2025-09-13,SKU0007,0,299,14,143,B,0,0,Good
2025-09-20,SKU0007,0,122,14,143,D,0,0,Good
2025-09-27,SKU0007,0,303,14,143,D,0,0,Manual Check
2025-10-04,SKU0007,0,124,14,143,D,0,0,Late Update
2025-10-11,SKU0007,0,143,14,143,B,0,0,Good
2025-10-18,SKU0007,0,25,14,143,A,0,0,Good
2025-10-25,SKU0007,0,177,14,143,D,0,0,Good
2025-11-01,SKU0007,0,151,14,143,C,0,1,Good
2025-11-08,SKU0007,0,114,14,143,C,0,0,Good
2025-11-15,SKU0007,0,135,14,143,A,0,0,Manual Check
2025-11-22,SKU0007,0,21,14,143,C,0,0,Good
2025-11-29,SKU0007,0,138,14,143,B,0,0,Good
2025-12-06,SKU0007,0,293,14,143,B,0,0,Manual Check
2025-12-13,SKU0007,0,160,14,143,A,0,0,Late Update
2025-12-20,SKU0007,0,174,14,143,D,0,0,Good
2025-12-27,SKU0007,0,287,14,143,B,0,0,Good
2024-06-01,SKU0008,61,86,27,73,C,0,0,Good
2024-06-08,SKU0008,52,9,27,73,D,1,2,Good
2024-06-15,SKU0008,54,12,27,73,D,0,2,Late Update
2024-06-22,SKU0008,46,6,27,73,B,1,5,Good
2024-06-29,SKU0008,43,7,27,73,C,0,3,Good
2024-07-06,SKU0008,42,61,27,73,A,0,2,Good
2024-07-13,SKU0008,42,3,27,73,C,1,1,Good
2024-07-20,SKU0008,38,91,27,73,A,0,1,Good
2024-07-27,SKU0008,32,68,27,73,A,0,1,Manual Check
2024-08-03,SKU0008,35,89,27,73,A,0,0,Good
2024-08-10,SKU0008,27,3,27,73,D,0,0,Late Update
2024-08-17,SKU0008,22,7,27,73,A,0,0,Good
2024-08-24,SKU0008,19,3,27,73,B,0,0,Good
2024-08-31,SKU0008,22,8,27,73,A,0,0,Manual Check
2024-09-07,SKU0008,21,36,27,73,A,0,1,Good
2024-09-14,SKU0008,15,34,27,73,A,0,0,Good
2024-09-21,SKU0008,5,8,27,73,C,0,1,Manual Check
2024-09-28,SKU0008,0,10,27,73,D,0,0,Good
2024-10-05,SKU0008,0,54,27,73,B,0,0,Good
2024-10-12,SKU0008,0,43,27,73,B,0,0,Good
2024-10-19,SKU0008,0,68,27,73,A,0,0,Manual Check
2024-10-26,SKU0008,0,6,27,73,B,0,0,Good
2024-11-02,SKU0008,0,56,27,73,D,0,1,Good
2024-11-09,SKU0008,0,42,27,73,D,0,0,Manual Check
2024-11-16,SKU0008,0,87,27,73,C,0,0,Good
2024-11-23,SKU0008,1,10,27,73,C,0,0,Good
2024-11-30,SKU0008,0,10,27,73,B,0,0,Good
2024-12-07,SKU0008,0,4,27,73,C,0,0,Good
2024-12-14,SKU0008,1,67,27,73,A,0,0,Late Update
2024-12-21,SKU0008,4,6,27,73,B,0,0,Late Update
2024-12-28,SKU0008,1,6,27,73,C,0,0,Manual Check
2025-01-04,SKU0008,0,73,27,73,C,0,0,Good
2025-01-11,SKU0008,0,43,27,73,D,0,0,Good
2025-01-18,SKU0008,0,6,27,73,D,0,0,Good
2025-01-25,SKU0008,9,86,27,73,B,0,0,Good
2025-02-01,SKU0008,8,48,27,73,D,0,0,Good
2025-02-08,SKU0008,9,68,27,73,A,0,0,Good
2025-02-15,SKU0008,15,64,27,73,D,0,0,Good
2025-02-22,SKU0008,7,50,27,73,C,0,0,Good
2025-03-01,SKU0008,10,72,27,73,B,0,2,Good
2025-03-08,SKU0008,12,10,27,73,B,0,0,Good
2025-03-15,SKU0008,6,50,27,73,D,0,0,Late Update
2025-03-22,SKU0008,9,38,27,73,D,0,0,Good
2025-03-29,SKU0008,13,6,27,73,C,0,0,Good
2025-04-05,SKU0008,13,46,27,73,A,0,1,Good
2025-04-12,SKU0008,12,69,27,73,C,0,3,Manual Check
2025-04-19,SKU0008,8,68,27,73,A,0,0,Good
2025-04-26,SKU0008,13,89,27,73,A,1,0,Good
2025-05-03,SKU0008,18,69,27,73,B,0,0,Good
2025-05-10,SKU0008,21,7,27,73,B,1,1,Manual Check
2025-05-17,SKU0008,27,72,27,73,D,0,3,Good
2025-05-24,SKU0008,26,47,27,73,D,0,0,Good
2025-05-31,SKU0008,23,82,27,73,C,1,0,Late Update
2025-06-07,SKU0008,10,47,27,73,D,0,2,Good
2025-06-14,SKU0008,0,32,27,73,A,0,0,Manual Check
2025-06-21,SKU0008,0,4,27,73,A,0,0,Good
2025-06-28,SKU0008,0,31,27,73,C,0,0,Good
2025-07-05,SKU0008,0,7,27,73,D,0,0,Good
2025-07-12,SKU0008,0,6,27,73,A,0,0,Good
2025-07-19,SKU0008,0,9,27,73,A,0,0,Good
2025-07-26,SKU0008,0,5,27,73,D,0,0,Good
2025-08-02,SKU0008,0,5,27,73,D,0,0,Good
2025-08-09,SKU0008,0,4,27,73,D,0,0,Good
2025-08-16,SKU0008,0,7,27,73,D,0,0,Good
2025-08-23,SKU0008,2,74,27,73,C,0,0,Good
2025-08-30,SKU0008,0,33,27,73,A,0,0,Good
2025-09-06,SKU0008,0,47,27,73,C,0,0,Good
2025-09-13,SKU0008,0,6,27,73,D,0,0,Good
2025-09-20,SKU0008,0,42,27,73,B,0,0,Good
2025-09-27,SKU0008,0,10,27,73,D,0,0,Good
2025-10-04,SKU0008,0,53,27,73,D,0,0,Manual Check
2025-10-11,SKU0008,0,57,27,73,B,0,1,Late Update
2025-10-18,SKU0008,0,61,27,73,D,0,0,Good
2025-10-25,SKU0008,0,42,27,73,C,0,0,Good
2025-11-01,SKU0008,0,85,27,73,A,0,0,Good
2025-11-08,SKU0008,0,87,27,73,A,0,0,Good
2025-11-15,SKU0008,0,82,27,73,C,0,0,Good
2025-11-22,SKU0008,0,61,27,73,B,0,0,Good
2025-11-29,SKU0008,0,89,27,73,B,0,0,Good
2025-12-06,SKU0008,0,30,27,73,D,0,0,Late Update
2025-12-13,SKU0008,2,8,27,73,A,0,0,Good
2025-12-20,SKU0008,7,5,27,73,A,0,1,Good
2025-12-27,SKU0008,1,9,27,73,A,0,0,Good
2024-06-01,SKU0009,86,13,28,214,C,0,3,Late Update
2024-06-08,SKU0009,58,25,28,214,D,1,3,Good
2024-06-15,SKU0009,40,186,28,214,C,1,2,Good
2024-06-22,SKU0009,16,183,28,214,D,0,1,Good
2024-06-29,SKU0009,1,99,28,214,A,0,0,Good
2024-07-06,SKU0009,0,191,28,214,B,0,0,Good
2024-07-13,SKU0009,0,107,28,214,A,0,0,Late Update
2024-07-20,SKU0009,0,160,28,214,A,0,0,Good
2024-07-27,SKU0009,0,17,28,214,B,0,0,Good
2024-08-03,SKU0009,0,18,28,214,B,1,1,Late Update
2024-08-10,SKU0009,0,16,28,214,C,0,0,Good
2024-08-17,SKU0009,0,174,28,214,C,0,0,Good
2024-08-24,SKU0009,15,15,28,214,D,0,0,Good
2024-08-31,SKU0009,19,11,28,214,B,0,1,Good
2024-09-07,SKU0009,12,121,28,214,A,0,0,Good
2024-09-14,SKU0009,2,190,28,214,B,0,0,Good
2024-09-21,SKU0009,0,187,28,214,D,0,0,Good
2024-09-28,SKU0009,0,16,28,214,B,0,0,Late Update
2024-10-05,SKU0009,0,162,28,214,A,0,0,Good
2024-10-12,SKU0009,0,108,28,214,D,0,0,Manual Check
2024-10-19,SKU0009,0,81,28,214,A,0,0,Good
2024-10-26,SKU0009,0,164,28,214,A,0,0,Good
2024-11-02,SKU0009,0,172,28,214,D,0,0,Good
2024-11-09,SKU0009,0,96,28,214,D,0,0,Manual Check
2024-11-16,SKU0009,0,17,28,214,D,0,0,Manual Check
2024-11-23,SKU0009,0,14,28,214,B,0,0,Good
2024-11-30,SKU0009,0,128,28,214,C,0,0,Good
2024-12-07,SKU0009,0,9,28,214,B,0,0,Good
2024-12-14,SKU0009,0,154,28,214,B,0,0,Good
2024-12-21,SKU0009,0,13,28,214,A,0,0,Good
2024-12-28,SKU0009,0,14,28,214,C,0,0,Good
2025-01-04,SKU0009,0,17,28,214,B,0,0,Late Update
2025-01-11,SKU0009,0,165,28,214,D,0,0,Good
2025-01-18,SKU0009,0,15,28,214,A,0,0,Good
2025-01-25,SKU0009,0,195,28,214,B,0,0,Good
2025-02-01,SKU0009,3,72,28,214,A,0,0,Good
2025-02-08,SKU0009,0,139,28,214,B,0,0,Good
2025-02-15,SKU0009,4,19,28,214,B,0,1,Good
2025-02-22,SKU0009,0,159,28,214,D,0,0,Good
2025-03-01,SKU0009,0,175,28,214,B,0,0,Good
2025-03-08,SKU0009,1,100,28,214,A,0,0,Good
2025-03-15,SKU0009,0,81,28,214,D,0,0,Good
2025-03-22,SKU0009,0,189,28,214,D,0,0,Good
2025-03-29,SKU0009,5,158,28,214,C,0,0,Good
2025-04-05,SKU0009,0,78,28,214,A,0,0,Good
2025-04-12,SKU0009,0,193,28,214,C,0,0,Good
2025-04-19,SKU0009,0,13,28,214,D,0,0,Good
2025-04-26,SKU0009,0,142,28,214,B,0,0,Good
2025-05-03,SKU0009,0,129,28,214,D,0,0,Good
2025-05-10,SKU0009,0,10,28,214,A,0,0,Good
2025-05-17,SKU0009,0,134,28,214,D,0,0,Good
2025-05-24,SKU0009,0,12,28,214,B,0,0,Good
2025-05-31,SKU0009,0,153,28,214,C,0,0,Good
2025-06-07,SKU0009,0,164,28,214,D,0,0,Good
2025-06-14,SKU0009,0,149,28,214,A,0,0,Good
2025-06-21,SKU0009,0,84,28,214,B,0,1,Good
2025-06-28,SKU0009,0,15,28,214,C,0,0,Good
2025-07-05,SKU0009,0,16,28,214,A,0,0,Good
2025-07-12,SKU0009,0,97,28,214,A,0,0,Good
2025-07-19,SKU0009,0,150,28,214,C,0,0,Good
2025-07-26,SKU0009,0,18,28,214,D,0,0,Good
2025-08-02,SKU0009,0,188,28,214,B,0,0,Manual Check
2025-08-09,SKU0009,0,12,28,214,C,0,0,Manual Check
2025-08-16,SKU0009,0,13,28,214,C,0,0,Good
2025-08-23,SKU0009,0,126,28,214,A,0,0,Good
2025-08-30,SKU0009,0,105,28,214,D,0,0,Good
2025-09-06,SKU0009,0,117,28,214,C,0,0,Manual Check
2025-09-13,SKU0009,0,131,28,214,D,0,0,Good
2025-09-20,SKU0009,0,20,28,214,D,0,0,Good
2025-09-27,SKU0009,0,202,28,214,C,0,0,Good
2025-10-04,SKU0009,0,17,28,214,A,0,0,Good
2025-10-11,SKU0009,0,99,28,214,B,0,0,Good
2025-10-18,SKU0009,0,21,28,214,D,0,0,Good
2025-10-25,SKU0009,0,181,28,214,B,0,0,Good
2025-11-01,SKU0009,0,116,28,214,B,0,0,Good
2025-11-08,SKU0009,0,11,28,214,D,0,0,Good
2025-11-15,SKU0009,0,110,28,214,B,0,1,Good
2025-11-22,SKU0009,0,145,28,214,A,0,1,Good
2025-11-29,SKU0009,0,8,28,214,D,0,0,Good
2025-12-06,SKU0009,0,17,28,214,C,0,1,Good
2025-12-13,SKU0009,0,17,28,214,D,0,0,Good
2025-12-20,SKU0009,0,164,28,214,B,0,0,Good
2025-12-27,SKU0009,0,17,28,214,A,0,0,Good
2024-06-01,SKU0010,194,12,18,103,D,2,12,Good
2024-06-08,SKU0010,187,13,18,103,A,2,6,Good
2024-06-15,SKU0010,170,13,18,103,D,0,8,Manual Check
2024-06-22,SKU0010,146,17,18,103,B,0,6,Good
2024-06-29,SKU0010,127,15,18,103,A,3,4,Good
2024-07-06,SKU0010,108,10,18,103,B,0,5,Good
2024-07-13,SKU0010,84,13,18,103,C,0,3,Good
2024-07-20,SKU0010,60,11,18,103,D,0,2,Good
2024-07-27,SKU0010,36,14,18,103,A,1,0,Good
2024-08-03,SKU0010,25,112,18,103,C,0,0,Good
2024-08-10,SKU0010,8,102,18,103,C,0,0,Late Update
2024-08-17,SKU0010,0,18,18,103,D,0,0,Good
2024-08-24,SKU0010,0,147,18,103,B,0,1,Manual Check
2024-08-31,SKU0010,0,100,18,103,D,0,0,Good
2024-09-07,SKU0010,0,16,18,103,C,0,0,Good
2024-09-14,SKU0010,0,82,18,103,A,0,0,Good
2024-09-21,SKU0010,0,89,18,103,D,0,0,Good
2024-09-28,SKU0010,0,112,18,103,B,0,0,Good
2024-10-05,SKU0010,0,109,18,103,D,0,0,Manual Check
2024-10-12,SKU0010,0,95,18,103,C,0,0,Good
2024-10-19,SKU0010,0,14,18,103,B,0,0,Good
2024-10-26,SKU0010,0,11,18,103,A,0,0,Manual Check
2024-11-02,SKU0010,0,65,18,103,B,0,0,Good
2024-11-09,SKU0010,0,86,18,103,B,0,0,Good
2024-11-16,SKU0010,0,149,18,103,C,0,0,Good
2024-11-23,SKU0010,0,10,18,103,D,0,1,Good
2024-11-30,SKU0010,0,62,18,103,C,0,1,Good
2024-12-07,SKU0010,0,15,18,103,B,0,0,Late Update
2024-12-14,SKU0010,0,88,18,103,A,0,0,Good
2024-12-21,SKU0010,0,174,18,103,D,0,0,Manual Check
2024-12-28,SKU0010,0,110,18,103,B,0,0,Good
2025-01-04,SKU0010,0,19,18,103,B,0,0,Good
2025-01-11,SKU0010,0,10,18,103,C,0,0,Good
2025-01-18,SKU0010,0,7,18,103,D,0,0,Good
2025-01-25,SKU0010,0,13,18,103,D,0,0,Good
2025-02-01,SKU0010,0,111,18,103,C,0,0,Good
2025-02-08,SKU0010,0,134,18,103,C,0,0,Good
2025-02-15,SKU0010,0,10,18,103,C,0,0,Good
2025-02-22,SKU0010,0,13,18,103,D,0,0,Good
2025-03-01,SKU0010,6,9,18,103,D,0,0,Good
2025-03-08,SKU0010,8,114,18,103,A,0,0,Good
2025-03-15,SKU0010,5,11,18,103,A,0,0,Good
2025-03-22,SKU0010,7,99,18,103,D,0,0,Good
2025-03-29,SKU0010,9,164,18,103,A,0,1,Good
2025-04-05,SKU0010,4,132,18,103,C,0,0,Good
2025-04-12,SKU0010,0,28,18,103,C,0,0,Good
2025-04-19,SKU0010,0,13,18,103,A,1,0,Late Update
2025-04-26,SKU0010,0,16,18,103,B,0,0,Good
2025-05-03,SKU0010,5,115,18,103,B,0,1,Good
2025-05-10,SKU0010,0,176,18,103,B,0,1,Good
2025-05-17,SKU0010,0,171,18,103,C,0,0,Manual Check
2025-05-24,SKU0010,0,80,18,103,B,0,0,Manual Check
2025-05-31,SKU0010,0,163,18,103,A,0,1,Good
2025-06-07,SKU0010,0,174,18,103,C,0,0,Manual Check
2025-06-14,SKU0010,0,3,18,103,A,0,0,Good
2025-06-21,SKU0010,0,17,18,103,C,0,0,Good
2025-06-28,SKU0010,0,172,18,103,C,0,0,Good
2025-07-05,SKU0010,0,20,18,103,B,0,0,Good
2025-07-12,SKU0010,0,133,18,103,C,0,0,Good
2025-07-19,SKU0010,0,80,18,103,D,0,0,Good
2025-07-26,SKU0010,0,133,18,103,C,0,0,Good
2025-08-02,SKU0010,0,176,18,103,D,0,0,Good
2025-08-09,SKU0010,0,147,18,103,A,0,0,Good
2025-08-16,SKU0010,0,149,18,103,D,0,0,Good
2025-08-23,SKU0010,0,142,18,103,B,0,0,Good
2025-08-30,SKU0010,0,174,18,103,B,0,0,Manual Check
2025-09-06,SKU0010,0,15,18,103,B,0,0,Good
2025-09-13,SKU0010,0,10,18,103,A,0,0,Good
2025-09-20,SKU0010,0,78,18,103,B,0,1,Good
2025-09-27,SKU0010,0,114,18,103,D,0,0,Good
2025-10-04,SKU0010,0,19,18,103,B,0,0,Manual Check
2025-10-11,SKU0010,0,121,18,103,D,0,1,Good
2025-10-18,SKU0010,0,136,18,103,D,0,0,Good
2025-10-25,SKU0010,0,14,18,103,A,0,1,Manual Check
2025-11-01,SKU0010,0,83,18,103,D,0,0,Good
2025-11-08,SKU0010,0,67,18,103,B,0,0,Manual Check
2025-11-15,SKU0010,0,143,18,103,A,0,0,Good
2025-11-22,SKU0010,0,173,18,103,D,0,0,Manual Check
2025-11-29,SKU0010,0,169,18,103,C,0,0,Good
2025-12-06,SKU0010,0,12,18,103,C,0,0,Good
2025-12-13,SKU0010,0,66,18,103,D,0,0,Good
2025-12-20,SKU0010,5,9,18,103,D,0,1,Good
2025-12-27,SKU0010,9,81,18,103,B,0,1,Good
2024-06-01,SKU0011,348,20,27,240,B,1,29,Good
2024-06-08,SKU0011,337,22,27,240,C,1,15,Manual Check
2024-06-15,SKU0011,297,24,27,240,A,3,10,Good
2024-06-22,SKU0011,256,23,27,240,A,2,12,Good
2024-06-29,SKU0011,216,163,27,240,A,1,13,Good
2024-07-06,SKU0011,186,112,27,240,B,5,12,Good
2024-07-13,SKU0011,148,141,27,240,A,0,5,Good
2024-07-20,SKU0011,113,287,27,240,B,0,5,Good
2024-07-27,SKU0011,73,21,27,240,A,2,3,Good
2024-08-03,SKU0011,39,264,27,240,B,0,1,Manual Check
2024-08-10,SKU0011,6,293,27,240,A,0,0,Good
2024-08-17,SKU0011,0,108,27,240,D,0,0,Good
2024-08-24,SKU0011,0,137,27,240,C,0,1,Manual Check
2024-08-31,SKU0011,0,16,27,240,A,0,0,Good
2024-09-07,SKU0011,0,286,27,240,A,0,0,Good
2024-09-14,SKU0011,0,256,27,240,A,0,0,Good
2024-09-21,SKU0011,0,273,27,240,D,0,0,Good
2024-09-28,SKU0011,0,149,27,240,D,0,0,Good
2024-10-05,SKU0011,0,184,27,240,C,0,0,Manual Check
2024-10-12,SKU0011,0,21,27,240,B,0,0,Good
2024-10-19,SKU0011,0,26,27,240,A,0,0,Good
2024-10-26,SKU0011,0,18,27,240,B,0,0,Good
2024-11-02,SKU0011,0,170,27,240,B,0,1,Good
2024-11-09,SKU0011,0,234,27,240,B,0,1,Good
2024-11-16,SKU0011,0,20,27,240,C,0,0,Good
2024-11-23,SKU0011,0,23,27,240,A,0,0,Good
2024-11-30,SKU0011,0,201,27,240,D,0,0,Good
2024-12-07,SKU0011,0,207,27,240,C,0,0,Good
2024-12-14,SKU0011,12,172,27,240,B,0,0,Good
2024-12-21,SKU0011,0,24,27,240,C,0,0,Good
2024-12-28,SKU0011,0,253,27,240,C,0,1,Good
2025-01-04,SKU0011,0,172,27,240,B,0,0,Good
2025-01-11,SKU0011,0,238,27,240,A,0,0,Good
2025-01-18,SKU0011,4,250,27,240,D,0,0,Good
2025-01-25,SKU0011,0,116,27,240,C,0,0,Good
2025-02-01,SKU0011,0,190,27,240,B,0,0,Good
2025-02-08,SKU0011,0,15,27,240,A,0,0,Good
2025-02-15,SKU0011,0,23,27,240,A,0,0,Good
2025-02-22,SKU0011,0,18,27,240,A,0,0,Good
2025-03-01,SKU0011,0,165,27,240,C,0,0,Manual Check
2025-03-08,SKU0011,0,201,27,240,B,0,0,Manual Check
2025-03-15,SKU0011,0,202,27,240,B,0,0,Good
2025-03-22,SKU0011,0,110,27,240,B,0,0,Good
2025-03-29,SKU0011,0,19,27,240,B,0,0,Good
2025-04-05,SKU0011,0,194,27,240,D,0,0,Good
2025-04-12,SKU0011,0,258,27,240,D,0,0,Good
2025-04-19,SKU0011,1,19,27,240,B,0,1,Good
2025-04-26,SKU0011,0,166,27,240,C,0,0,Good
2025-05-03,SKU0011,1,148,27,240,C,0,0,Good
2025-05-10,SKU0011,0,293,27,240,B,0,0,Good
2025-05-17,SKU0011,0,19,27,240,B,0,0,Good
2025-05-24,SKU0011,0,179,27,240,D,0,0,Good
2025-05-31,SKU0011,0,269,27,240,C,0,0,Good
2025-06-07,SKU0011,0,15,27,240,D,0,1,Good
2025-06-14,SKU0011,0,187,27,240,D,0,0,Good
2025-06-21,SKU0011,0,204,27,240,A,0,0,Manual Check
2025-06-28,SKU0011,0,167,27,240,A,0,0,Good
2025-07-05,SKU0011,0,258,27,240,A,0,0,Late Update
2025-07-12,SKU0011,0,170,27,240,C,0,0,Good
2025-07-19,SKU0011,0,196,27,240,C,0,0,Good
2025-07-26,SKU0011,0,15,27,240,B,0,0,Good
2025-08-02,SKU0011,0,20,27,240,B,0,0,Good
2025-08-09,SKU0011,0,268,27,240,B,0,0,Manual Check
2025-08-16,SKU0011,0,169,27,240,B,0,0,Good
2025-08-23,SKU0011,0,268,27,240,D,0,0,Good
2025-08-30,SKU0011,0,21,27,240,C,0,0,Good
2025-09-06,SKU0011,0,181,27,240,A,0,0,Good
2025-09-13,SKU0011,0,280,27,240,C,0,0,Good
2025-09-20,SKU0011,0,268,27,240,B,0,0,Good
2025-09-27,SKU0011,0,124,27,240,B,0,0,Good
2025-10-04,SKU0011,0,17,27,240,C,0,0,Good
2025-10-11,SKU0011,0,30,27,240,D,0,0,Good
2025-10-18,SKU0011,0,17,27,240,A,0,0,Good
2025-10-25,SKU0011,0,18,27,240,D,0,0,Good
2025-11-01,SKU0011,0,22,27,240,A,0,0,Good
2025-11-08,SKU0011,0,27,27,240,B,0,0,Good
2025-11-15,SKU0011,0,118,27,240,A,0,0,Good
2025-11-22,SKU0011,0,183,27,240,B,0,0,Manual Check
2025-11-29,SKU0011,0,19,27,240,B,0,0,Good
2025-12-06,SKU0011,0,30,27,240,D,0,0,Good
2025-12-13,SKU0011,4,263,27,240,D,0,0,Manual Check
2025-12-20,SKU0011,0,119,27,240,D,0,0,Good
2025-12-27,SKU0011,0,18,27,240,B,0,0,Good
